ClusterID,NumPixel,AvgSimilarity, AvgR,AvgG,AvgB
2959,2,1.0000,80,119,58
2960,2,1.0000,82,119,51
2961,5,0.7474,73,107,29
2963,4,0.9903,98,135,46
2964,12,0.9966,89,118,63
2965,9,0.9865,62,108,35
2966,33,0.9893,42,92,8
2967,2,0.9716,97,131,45
2968,4,1.0000,112,144,72
2969,5,0.9915,100,133,61
2970,2,1.0000,95,126,59
2972,4,0.9925,92,124,54
2973,3,0.9845,87,130,56
2974,2,1.0000,70,121,45
2975,8,0.9849,77,108,42
2976,18,0.9891,74,125,23
2977,3,0.9977,73,136,17
2978,3,0.9853,85,139,34
2979,2,1.0000,95,112,34
2980,2,0.9664,141,136,73
2982,19,0.9283,78,129,37
2983,3,0.9927,93,144,52
2984,2,1.0000,119,152,83
2985,4,0.6667,117,140,82
2986,4,0.3333,117,143,82
2987,2,1.0000,113,143,79
2989,9,0.9987,109,133,67
2990,2,0.9806,95,116,41
2991,3,1.0000,84,107,51
2992,2,1.0000,81,102,51
2994,3,1.0000,92,132,69
2996,4,0.9933,62,94,15
2997,66,0.9859,71,112,27
2998,8,0.8479,102,127,55
2999,5,0.9911,98,138,55
3000,13,0.9872,100,133,42
3001,2,0.9757,97,133,32
3002,7,0.9935,72,114,46
3003,99,0.9654,86,115,42
3004,4,0.9742,83,115,48
3005,2,1.0000,85,118,48
3006,6,1.0000,99,141,69
3007,2,1.0000,126,153,81
3008,9,0.9956,121,160,80
3009,2,1.0000,106,149,59
3011,2,0.9732,71,120,37
3012,3,0.9878,82,138,46
3013,2,0.9761,85,136,49
3016,3,1.0000,113,146,77
3017,2,1.0000,88,129,53
3020,2,0.0000,76,115,59
3021,4,0.3275,94,133,75
3022,3,0.5000,98,135,68
3023,4,0.3208,88,125,55
3024,12,0.9990,55,90,8
3025,3,0.4957,88,103,37
3026,11,0.9846,95,119,51
3027,2,0.9866,81,125,12
3028,2,1.0000,69,97,35
3029,2,0.9775,88,130,41
3030,2,1.0000,110,144,70
3031,5,0.9916,89,132,60
3034,3,0.5000,66,105,38
3035,3,1.0000,83,110,41
3036,4,0.9958,81,138,41
3037,20,0.8879,107,128,62
3039,3,0.0000,136,133,68
3046,5,0.7443,105,145,72
3049,3,0.5000,63,87,28
3050,3,1.0000,105,127,76
3052,3,0.5000,67,89,45
3053,2,0.0000,72,93,51
3054,2,0.9686,86,103,55
3056,3,1.0000,108,144,85
3059,2,0.9710,98,124,53
3061,6,0.9738,98,138,35
3062,72,0.9892,80,127,30
3063,6,0.9780,54,103,26
3064,12,0.8993,51,86,10
3065,12,0.9830,102,133,60
3066,2,0.0000,65,112,37
3068,3,0.9894,99,158,62
3070,2,0.9622,80,118,26
3071,3,0.4958,84,141,29
3072,0,0.0000,0,0,0
3073,2,0.9861,66,121,20
3075,25,0.9508,77,124,31
3076,15,0.9869,67,112,23
3077,4,0.3215,91,124,53
3079,2,0.9971,91,115,53
3080,3,0.9661,93,113,56
3081,10,1.0000,96,118,61
3084,8,0.8542,107,141,74
3086,2,0.0000,87,110,43
3088,15,0.9967,68,100,35
3093,14,0.9935,101,120,64
3094,2,0.9759,85,99,46
3095,3,1.0000,86,100,46
3096,2,1.0000,120,148,87
3097,7,1.0000,123,153,87
3100,3,1.0000,64,105,20
3101,3,0.9936,69,105,18
3103,3,0.4827,107,129,61
3105,2,0.9710,111,135,57
3106,3,0.9909,109,137,53
3108,2,0.9785,70,119,18
3109,3,0.5000,96,123,61
3113,3,1.0000,87,129,58
3114,6,0.9927,85,126,54
3116,4,0.3333,98,125,63
3117,3,1.0000,94,136,52
3118,36,0.9615,68,126,30
3119,27,0.9873,107,148,59
3120,4,1.0000,101,154,47
3122,2,1.0000,92,128,41
3123,16,0.9939,60,109,17
3125,4,0.6647,102,125,64
3126,3,0.5000,101,127,67
3127,4,0.9839,97,138,64
3128,11,0.8829,101,124,60
3129,3,1.0000,80,106,44
3130,4,0.3287,80,120,46
3131,4,0.3256,65,109,28
3132,5,1.0000,62,102,16
3133,2,0.0000,83,107,47
3134,3,1.0000,111,147,74
3137,4,0.9928,65,105,18
3138,5,0.7406,92,120,50
3139,2,0.9788,107,129,61
3140,2,0.9776,110,133,61
3141,16,0.9134,99,136,53
3143,4,0.9880,103,131,67
3144,2,0.9816,84,120,53
3145,3,0.4915,77,116,47
3146,2,0.0000,75,106,32
3147,8,0.9876,96,122,48
3148,3,0.9729,81,117,47
3149,7,1.0000,131,152,81
3150,3,1.0000,144,168,95
3151,4,1.0000,83,128,42
3152,32,0.9563,56,109,19
3156,33,0.9951,44,99,5
3159,3,0.4883,53,95,17
3161,7,0.9835,92,114,56
3162,2,1.0000,109,138,75
3163,2,1.0000,113,145,77
3164,6,0.8000,107,145,69
3166,8,0.9894,75,117,30
3167,2,0.9820,109,132,63
3168,10,0.8710,116,143,68
3169,8,0.9852,87,132,34
3171,8,1.0000,121,146,82
3172,4,0.6585,82,108,35
3173,4,0.6667,98,127,52
3176,40,0.9870,76,101,34
3177,2,1.0000,64,98,26
3179,6,0.7897,85,115,40
3180,2,0.9828,61,107,20
3181,4,0.9854,96,149,39
3182,2,0.0000,80,122,30
3183,40,0.9834,61,110,22
3184,5,0.9954,63,114,21
3185,3,0.9809,85,114,47
3186,5,0.9914,104,126,67
3189,4,0.9948,78,110,39
3190,3,1.0000,108,133,68
3192,2,0.0000,67,92,33
3193,10,0.8755,96,122,59
3194,3,0.5000,100,131,65
3195,4,0.6667,88,131,48
3196,16,0.9969,78,123,34
3197,3,0.5000,81,114,40
3198,3,1.0000,115,140,69
3199,2,1.0000,117,142,69
3201,2,0.9821,94,131,37
3202,2,1.0000,82,124,34
3203,8,0.8506,93,123,43
3204,3,1.0000,102,132,65
3205,2,0.9656,85,123,52
3206,13,0.9912,58,88,22
3207,4,0.9924,55,87,16
3208,4,0.9931,63,90,26
3211,19,0.9302,81,123,39
3212,30,0.9838,78,115,30
3213,2,0.0000,104,130,71
3214,17,0.9299,121,147,86
3215,8,1.0000,117,149,82
3218,13,0.9167,116,141,72
3219,7,0.9955,103,132,62
3220,5,0.9935,89,121,48
3224,4,0.9904,94,133,56
3225,3,0.9806,107,133,62
3226,24,0.9384,107,139,61
3227,2,0.9605,109,143,57
3228,4,1.0000,111,132,68
3231,4,0.9927,127,148,87
3233,3,0.5000,86,128,45
3235,3,1.0000,72,100,22
3236,3,1.0000,72,110,19
3237,6,0.9950,76,116,36
3238,4,0.9749,111,135,76
3239,2,0.0000,113,150,78
3240,8,1.0000,98,125,52
3242,2,0.9905,64,95,32
3243,2,0.0000,72,101,41
3246,3,1.0000,81,126,42
3249,4,1.0000,97,130,53
3251,11,0.8832,93,136,46
3252,59,0.9834,68,114,17
3254,2,0.9872,93,119,51
3255,3,1.0000,74,102,32
3256,3,0.5000,66,100,28
3257,2,1.0000,60,94,21
3259,4,0.9925,60,87,15
3261,5,0.0000,86,106,49
3263,2,0.0000,107,132,60
3265,17,0.9262,55,101,14
3266,2,0.0000,90,119,42
3267,6,0.9955,73,107,25
3271,2,1.0000,121,146,86
3272,6,0.7969,112,146,73
3273,7,0.9840,107,139,61
3274,3,1.0000,95,122,50
3275,4,0.9936,84,119,48
3276,5,0.7391,89,122,54
3277,6,0.9925,80,117,44
3278,12,0.9821,72,115,36
3279,4,0.6667,83,121,41
3280,3,1.0000,93,130,52
3281,3,1.0000,98,131,54
3283,5,0.9642,106,143,60
3284,2,0.9844,86,114,35
3285,3,0.5000,103,120,56
3286,13,0.9893,96,118,46
3287,7,0.9947,70,96,25
3289,0,0.0000,0,0,0
3290,7,0.6544,85,110,31
3291,2,0.9844,89,113,32
3292,8,0.9874,96,120,53
3294,3,0.0000,116,135,79
3295,6,0.7798,131,148,95
3296,4,0.3239,73,98,30
3297,3,0.4921,81,121,47
3298,8,0.9877,119,147,82
3299,4,0.6561,115,137,70
3300,6,0.9841,74,129,25
3303,3,0.4943,80,113,38
3304,4,0.3282,93,123,55
3307,7,0.9801,65,98,20
3309,32,0.9917,60,106,20
3310,2,0.9867,86,131,39
3311,3,0.9995,69,119,20
3312,8,0.9925,84,108,38
3313,3,0.9953,82,110,32
3314,2,1.0000,75,100,22
3315,33,0.9241,73,97,17
3318,2,1.0000,70,96,33
3319,10,0.9957,91,115,53
3320,3,1.0000,69,89,29
3324,2,1.0000,62,122,24
3325,2,0.9807,87,132,46
3326,2,1.0000,87,126,49
3327,4,0.9826,75,110,32
3328,3,0.9816,68,115,21
3329,2,1.0000,106,133,68
3330,5,1.0000,119,145,86
3332,13,0.9946,113,146,67
3333,5,1.0000,87,115,39
3334,12,0.8886,83,114,33
3335,3,0.9814,66,99,21
3336,4,1.0000,61,102,32
3337,2,0.9807,56,95,29
3339,22,0.9916,52,105,15
3340,6,0.9823,99,136,58
3341,3,0.9889,85,104,32
3342,3,0.9873,89,108,36
3343,6,0.9888,89,112,41
3344,5,1.0000,104,129,63
3349,5,0.9835,54,82,12
3352,4,0.9792,90,132,49
3353,5,0.9785,87,120,32
3354,2,1.0000,77,106,32
3355,2,0.9798,85,114,43
3357,2,0.9722,104,135,65
3359,2,0.9626,79,112,31
3360,5,1.0000,74,113,46
3361,3,0.9970,68,105,40
3362,3,0.4893,71,109,34
3363,7,1.0000,84,123,43
3368,4,0.6638,97,130,49
3369,2,0.9740,101,135,54
3370,3,0.9866,85,125,41
3371,3,0.9791,78,121,34
3372,3,0.9878,71,117,26
3373,6,0.9816,96,115,47
3374,6,0.9817,72,100,25
3375,6,1.0000,108,133,70
3376,2,0.0000,116,133,78
3377,5,0.9833,124,141,88
3378,1,0.0000,102,118,69
3379,8,0.9939,42,69,2
3382,1,0.0000,93,132,65
3383,4,0.9900,112,144,86
3385,3,0.4824,102,127,61
3386,1,0.0000,85,117,41
3387,4,0.9884,80,130,31
3388,6,0.9906,98,138,55
3389,2,0.9605,54,108,15
3390,6,0.9998,100,129,41
3391,2,1.0000,92,119,50
3392,2,1.0000,100,126,63
3393,2,0.9737,109,136,76
3394,3,0.5000,111,140,78
3395,5,0.9763,99,130,63
3396,2,1.0000,125,153,73
3397,2,0.9853,54,93,24
3398,2,1.0000,80,118,51
3399,6,1.0000,83,120,57
3400,2,1.0000,65,102,34
3401,2,1.0000,71,109,23
3402,3,0.5000,81,119,34
3403,3,0.5000,89,124,40
3404,2,1.0000,93,127,43
3405,7,0.9910,87,128,57
3406,2,0.9883,96,117,43
3407,6,1.0000,100,122,49
3408,2,1.0000,98,118,49
3409,6,1.0000,101,121,53
3411,1,0.0000,84,112,37
3412,7,0.9981,70,91,10
Sum,35305,0.7114
