ClusterID,NumPixel,minSimilarity,AvgSimilarity, AvgR,AvgG,AvgB
2968,5,0.9787,0.9840,107,153,175
2969,3,1.0000,1.0000,109,154,176
2970,3,1.0000,1.0000,108,155,176
2971,3,0.9779,0.9889,106,152,173
2972,17,0.9771,0.9950,106,152,175
2973,2,1.0000,1.0000,106,152,175
2974,9,1.0000,1.0000,109,156,182
2975,2,1.0000,1.0000,109,156,181
2976,15,0.9735,0.9944,111,155,179
2977,25,0.9764,0.9922,112,157,180
2978,6,1.0000,1.0000,107,153,181
2979,9,0.9828,0.9874,120,163,186
2980,3,0.9807,0.9903,120,162,184
2981,23,0.9788,0.9918,120,165,185
2982,7,0.9975,0.9996,120,163,187
2983,2,1.0000,1.0000,119,163,187
2984,2,1.0000,1.0000,118,163,187
2985,17,1.0000,1.0000,116,162,185
2986,3,1.0000,1.0000,113,159,183
2987,4,1.0000,1.0000,115,156,180
2988,20,0.9830,0.9991,110,158,180
2989,2,1.0000,1.0000,113,153,178
2990,8,0.9956,0.9994,113,154,178
2991,8,1.0000,1.0000,119,157,180
2992,2,1.0000,1.0000,112,154,177
2993,2,1.0000,1.0000,112,156,178
2994,3,1.0000,1.0000,112,157,180
2995,14,0.9799,0.9985,109,155,178
2996,20,0.9686,0.9968,109,154,177
2997,24,1.0000,1.0000,107,153,176
2998,7,0.9771,0.9899,107,152,175
2999,6,1.0000,1.0000,106,152,175
3000,12,0.9904,0.9991,110,156,181
3001,2,1.0000,1.0000,112,154,179
3002,8,1.0000,1.0000,110,158,180
3003,2,1.0000,1.0000,107,157,178
3004,5,1.0000,1.0000,107,153,180
3005,41,0.9784,0.9995,144,189,210
3006,2,1.0000,1.0000,124,171,194
3007,31,1.0000,1.0000,126,172,195
3008,4,1.0000,1.0000,119,165,188
3009,2,1.0000,1.0000,119,165,190
3010,5,1.0000,1.0000,120,168,191
3011,3,1.0000,1.0000,117,165,188
3012,2,1.0000,1.0000,120,163,187
3013,75,0.9670,0.9973,117,163,185
3014,10,1.0000,1.0000,114,160,183
3015,8,1.0000,1.0000,112,159,182
3016,3,1.0000,1.0000,113,158,181
3017,3,1.0000,1.0000,115,158,182
3018,7,1.0000,1.0000,116,158,182
3019,17,0.9803,0.9976,116,158,182
3020,3,1.0000,1.0000,110,157,178
3021,3,1.0000,1.0000,113,154,178
3022,2,1.0000,1.0000,112,156,177
3023,8,1.0000,1.0000,112,158,180
3024,7,1.0000,1.0000,111,157,180
3025,9,1.0000,1.0000,110,156,179
3026,23,1.0000,1.0000,108,154,177
3027,3,1.0000,1.0000,107,152,174
3028,3,1.0000,1.0000,107,153,176
3029,20,1.0000,1.0000,108,154,177
3030,4,1.0000,1.0000,110,157,182
3031,7,1.0000,1.0000,112,156,181
3032,2,1.0000,1.0000,138,184,207
3033,10,1.0000,1.0000,137,183,206
3034,14290,0.2980,0.9944,164,199,210
3035,3,1.0000,1.0000,129,177,197
3036,104,0.9756,0.9970,135,179,200
3037,3,0.9903,0.9951,132,175,198
3038,21,0.9953,0.9998,121,167,188
3039,2,1.0000,1.0000,122,165,187
3040,10,1.0000,1.0000,124,168,187
3041,3,1.0000,1.0000,123,166,184
3042,3,1.0000,1.0000,119,164,187
3043,16,1.0000,1.0000,114,160,183
3044,13,1.0000,1.0000,114,160,183
3045,5,1.0000,1.0000,113,159,182
3046,3,1.0000,1.0000,112,160,182
3047,5,1.0000,1.0000,113,160,182
3048,13,1.0000,1.0000,113,159,182
3049,5,0.9753,0.9887,111,157,178
3050,11,0.9982,0.9998,115,158,180
3051,8,1.0000,1.0000,118,157,180
3052,7,1.0000,1.0000,111,157,180
3053,58,0.9317,0.9954,110,156,179
3054,17,1.0000,1.0000,107,153,176
3055,6,1.0000,1.0000,109,155,178
3056,24,0.9283,0.9969,111,156,177
3057,23,0.9748,0.9958,111,157,181
3058,43,0.9765,0.9953,112,158,181
3059,3,1.0000,1.0000,110,156,181
3060,2,1.0000,1.0000,112,156,179
3061,2,0.9972,0.9972,113,156,180
3062,4,0.9790,0.9860,115,157,181
3063,7,0.9796,0.9935,110,157,179
3064,2,1.0000,1.0000,112,155,179
3065,7,1.0000,1.0000,110,156,181
3066,47,0.9888,0.9959,131,177,199
3067,4,1.0000,1.0000,132,173,195
3068,7,1.0000,1.0000,129,171,193
3069,2,1.0000,1.0000,122,168,191
3070,5,1.0000,1.0000,115,161,184
3071,7,1.0000,1.0000,122,167,190
3072,2,1.0000,1.0000,124,168,188
3073,641,0.9569,0.9940,128,172,193
3074,2,1.0000,1.0000,119,165,188
3075,2,1.0000,1.0000,119,164,187
3076,43,0.9843,0.9993,119,165,188
3077,50,1.0000,1.0000,118,164,187
3078,13,0.9544,0.9940,111,155,179
3079,2,1.0000,1.0000,111,159,181
3080,2,0.9930,0.9930,111,155,178
3081,34,0.9769,0.9979,113,158,180
3082,8,1.0000,1.0000,111,157,180
3083,4,1.0000,1.0000,112,158,181
3084,25,0.9909,0.9996,110,156,178
3085,4,1.0000,1.0000,108,154,176
3086,44,0.9704,0.9969,109,155,178
3087,2,1.0000,1.0000,110,157,180
3088,2,1.0000,1.0000,109,157,180
3089,4,1.0000,1.0000,115,160,183
3090,6,1.0000,1.0000,112,158,180
3091,21,0.9772,0.9972,113,157,180
3092,16,0.9943,0.9993,113,157,179
3093,4,1.0000,1.0000,111,156,181
3094,5,1.0000,1.0000,108,155,181
3095,40,0.9924,0.9988,140,186,209
3096,11,1.0000,1.0000,138,184,207
3097,2,1.0000,1.0000,130,178,198
3098,5,1.0000,1.0000,133,174,196
3099,12,1.0000,1.0000,126,173,195
3100,4,1.0000,1.0000,120,166,189
3101,6,0.9981,0.9996,121,165,189
3102,23,1.0000,1.0000,115,163,185
3103,3,1.0000,1.0000,116,162,185
3104,12,1.0000,1.0000,116,162,185
3105,16,1.0000,1.0000,114,162,184
3106,6,1.0000,1.0000,114,159,182
3107,35,1.0000,1.0000,114,160,183
3108,2,1.0000,1.0000,112,158,181
3109,12,1.0000,1.0000,115,161,184
3110,47,0.9424,0.9963,114,160,183
3111,44,0.9751,0.9989,111,157,179
3112,10,1.0000,1.0000,113,159,183
3113,3,1.0000,1.0000,112,158,181
3114,7,1.0000,1.0000,113,158,181
3115,49,0.9806,0.9991,114,161,183
3116,8,1.0000,1.0000,114,160,183
3117,5,1.0000,1.0000,113,159,182
3118,6,1.0000,1.0000,142,187,208
3119,36,0.9896,0.9995,135,181,202
3120,8,1.0000,1.0000,115,159,181
3121,5,1.0000,1.0000,113,158,181
3122,12,1.0000,1.0000,115,161,184
3123,7,1.0000,1.0000,111,157,180
3124,19,1.0000,1.0000,109,155,178
3125,3,1.0000,1.0000,110,156,178
3126,17,0.9978,0.9997,115,161,183
3127,20,0.9763,0.9967,114,159,182
3128,8,1.0000,1.0000,113,159,182
3129,6,0.9785,0.9923,113,160,183
3130,12,0.9919,0.9988,112,157,179
3131,3,1.0000,1.0000,112,158,182
3132,21,1.0000,1.0000,145,190,211
3133,7,1.0000,1.0000,135,180,201
3134,151,0.9693,0.9936,134,178,200
3135,4,1.0000,1.0000,134,175,197
3136,27,1.0000,1.0000,127,173,196
3137,21,1.0000,1.0000,124,170,193
3138,9,1.0000,1.0000,122,167,187
3139,34,0.9840,0.9979,118,164,187
3140,3,0.9781,0.9890,114,157,181
3141,16,0.9653,0.9935,113,159,182
3142,8,0.9612,0.9870,114,161,183
3143,10,0.9785,0.9976,115,159,181
3144,7,1.0000,1.0000,114,159,183
3145,2,1.0000,1.0000,114,161,183
3146,7,1.0000,1.0000,114,159,182
3147,2,1.0000,1.0000,112,159,182
3148,12,1.0000,1.0000,149,194,215
3149,2,1.0000,1.0000,145,190,211
3150,22,1.0000,1.0000,147,192,213
3151,2,1.0000,1.0000,132,175,196
3152,4,1.0000,1.0000,126,174,195
3153,5,1.0000,1.0000,128,174,197
3154,3,1.0000,1.0000,123,168,191
3155,4,0.9871,0.9914,122,168,190
3156,3,1.0000,1.0000,119,164,187
3157,3,1.0000,1.0000,118,165,188
3158,7,1.0000,1.0000,114,160,183
3159,15,1.0000,1.0000,115,160,183
3160,2,1.0000,1.0000,113,157,181
3161,7,1.0000,1.0000,115,159,182
3162,4,1.0000,1.0000,115,160,183
3163,3,0.9831,0.9915,113,161,182
3164,2,1.0000,1.0000,114,160,181
3165,10,0.9816,0.9977,116,159,181
3166,22,1.0000,1.0000,112,158,181
3167,5,1.0000,1.0000,112,158,181
3168,18,1.0000,1.0000,113,159,182
3169,16,0.9733,0.9922,111,156,179
3170,2,1.0000,1.0000,113,158,179
3171,2,1.0000,1.0000,115,161,184
3172,2,1.0000,1.0000,115,162,184
3173,2,1.0000,1.0000,115,162,184
3174,7,0.9785,0.9964,113,159,181
3175,3,1.0000,1.0000,112,160,183
3176,25,0.9945,0.9991,150,195,215
3177,34,1.0000,1.0000,129,175,198
3178,8,1.0000,1.0000,125,171,194
3179,70,0.9982,0.9999,120,166,188
3180,3,1.0000,1.0000,119,165,188
3181,6,1.0000,1.0000,115,161,182
3182,9,0.9796,0.9927,115,162,182
3183,3,1.0000,1.0000,117,160,181
3184,4,1.0000,1.0000,112,158,180
3185,4,1.0000,1.0000,111,157,180
3186,4,1.0000,1.0000,114,160,183
3187,4,1.0000,1.0000,112,157,178
3188,2,1.0000,1.0000,113,159,181
3189,2,1.0000,1.0000,113,159,181
3190,198,0.9629,0.9928,119,165,186
3191,4,0.9960,0.9987,117,160,184
3192,7,0.9810,0.9942,115,162,185
3193,13,1.0000,1.0000,116,162,185
3194,3,1.0000,1.0000,115,160,183
3195,6,0.9739,0.9906,117,160,182
3196,6,1.0000,1.0000,113,160,183
3197,8,1.0000,1.0000,126,172,195
3198,3,0.9897,0.9907,128,170,193
3199,2,1.0000,1.0000,127,169,191
3200,3,0.9798,0.9899,129,171,192
3201,2,1.0000,1.0000,116,163,186
3202,7,0.9818,0.9943,114,162,184
3203,70,0.9536,0.9923,118,163,185
3204,4,1.0000,1.0000,119,162,186
3205,7,0.9629,0.9852,118,161,185
3206,3,1.0000,1.0000,113,160,180
3207,3,1.0000,1.0000,111,157,180
3208,3,1.0000,1.0000,112,158,181
3209,45,0.9626,0.9964,115,160,183
3210,23,0.9669,0.9985,114,161,184
3211,28,1.0000,1.0000,113,159,182
3212,4,1.0000,1.0000,114,159,180
3213,23,0.9986,0.9999,115,161,182
3214,19,0.9540,0.9863,116,160,179
3215,10,1.0000,1.0000,111,156,177
3216,10,1.0000,1.0000,112,157,178
3217,16,0.9793,0.9947,116,160,181
3218,5,1.0000,1.0000,115,160,179
3219,3,1.0000,1.0000,113,159,179
3220,4,0.9769,0.9923,114,160,182
3221,15,1.0000,1.0000,148,193,214
3222,2,1.0000,1.0000,148,193,214
3223,11,1.0000,1.0000,137,182,203
3224,18,1.0000,1.0000,130,176,199
3225,3,1.0000,1.0000,130,176,199
3226,53,0.9844,0.9968,130,175,197
3227,2,1.0000,1.0000,128,174,197
3228,5,0.9881,0.9933,129,174,195
3229,10,1.0000,1.0000,119,170,191
3230,3,1.0000,1.0000,119,169,190
3231,3,1.0000,1.0000,119,166,188
3232,7,1.0000,1.0000,118,163,186
3233,2,1.0000,1.0000,116,161,184
3234,2,1.0000,1.0000,116,161,183
3235,4,1.0000,1.0000,116,161,185
3236,218,0.9665,0.9922,118,164,187
3237,10,1.0000,1.0000,112,157,180
3238,11,1.0000,1.0000,114,160,183
3239,2,0.9951,0.9951,118,160,182
3240,73,0.9594,0.9905,117,163,183
3241,10,0.9931,0.9978,146,191,210
3242,8,0.9943,0.9992,149,194,214
3243,2,1.0000,1.0000,146,191,212
3244,6,1.0000,1.0000,144,191,209
3245,5,1.0000,1.0000,133,174,193
3246,4,1.0000,1.0000,122,167,189
3247,8,1.0000,1.0000,122,168,191
3248,144,0.9569,0.9951,121,167,188
3249,5,1.0000,1.0000,117,161,184
3250,5,1.0000,1.0000,117,161,183
3251,3,1.0000,1.0000,115,161,183
3252,12,0.9845,0.9902,119,165,188
3253,4,0.9793,0.9931,117,160,182
3254,3,0.9806,0.9903,114,159,182
3255,5,1.0000,1.0000,112,158,181
3256,31,0.9794,0.9960,116,162,185
3257,85,0.9691,0.9933,117,164,186
3258,4,1.0000,1.0000,114,160,183
3259,4,0.9596,0.9865,114,159,179
3260,4,1.0000,1.0000,113,159,182
3261,7,1.0000,1.0000,115,161,184
3262,12,0.9815,0.9953,116,162,184
3263,3,1.0000,1.0000,121,163,185
3264,5,1.0000,1.0000,121,164,186
3265,2,1.0000,1.0000,114,163,185
3266,2,1.0000,1.0000,117,163,186
3267,6,1.0000,1.0000,118,163,186
3268,4,1.0000,1.0000,129,175,192
3269,2,1.0000,1.0000,119,166,189
3270,10,1.0000,1.0000,123,169,192
3271,2,1.0000,1.0000,117,162,184
3272,6,1.0000,1.0000,120,165,186
3273,2,1.0000,1.0000,116,162,185
3274,17,0.9600,0.9877,118,167,188
3275,4,0.9817,0.9939,118,161,183
3276,2,1.0000,1.0000,119,161,184
3277,7,1.0000,1.0000,115,161,184
3278,15,1.0000,1.0000,116,162,185
3279,3,1.0000,1.0000,113,158,181
3280,8,1.0000,1.0000,113,159,183
3281,2,1.0000,1.0000,114,160,183
3282,7,1.0000,1.0000,117,162,183
3283,5,1.0000,1.0000,116,162,183
3284,4,0.9627,0.9876,114,160,183
3285,2,1.0000,1.0000,116,161,184
3286,2,0.9970,0.9970,115,160,183
3287,3,1.0000,1.0000,117,159,181
3288,3,1.0000,1.0000,121,164,187
3289,3,1.0000,1.0000,114,163,184
3290,23,0.9837,0.9941,119,163,185
3291,2,1.0000,1.0000,150,195,215
3292,51,0.9884,0.9983,147,193,211
3293,14,0.9895,0.9992,136,181,202
3294,6,0.9886,0.9955,132,177,199
3295,2,1.0000,1.0000,119,169,189
3296,2,1.0000,1.0000,120,167,189
3297,3,1.0000,1.0000,121,166,189
3298,4,1.0000,1.0000,118,163,187
3299,6,1.0000,1.0000,117,163,186
3300,2,1.0000,1.0000,119,161,186
3301,4,1.0000,1.0000,119,162,186
3302,15,1.0000,1.0000,115,161,185
3303,8,0.9817,0.9898,115,161,185
3304,4,1.0000,1.0000,117,164,185
3305,4,1.0000,1.0000,117,163,184
3306,2,1.0000,1.0000,117,162,183
3307,18,1.0000,1.0000,116,163,183
3308,6,0.9809,0.9863,117,162,183
3309,3,1.0000,1.0000,118,161,182
3310,22,0.9946,0.9992,151,196,215
3311,86,0.9865,0.9971,150,195,213
3312,17,0.9821,0.9955,131,177,198
3313,2,1.0000,1.0000,119,170,189
3314,3,1.0000,1.0000,124,170,192
3315,4,1.0000,1.0000,116,162,186
3316,3,1.0000,1.0000,113,161,184
3317,37,0.9793,0.9912,119,163,183
3318,3,1.0000,1.0000,118,163,184
3319,3,1.0000,1.0000,118,162,180
3320,2,1.0000,1.0000,119,162,183
3321,2,1.0000,1.0000,116,162,184
3322,3,1.0000,1.0000,116,162,184
3323,2,1.0000,1.0000,118,163,185
3324,12,1.0000,1.0000,119,165,186
3325,2,1.0000,1.0000,118,163,185
3326,8,0.9830,0.9925,119,164,185
3327,2,1.0000,1.0000,120,166,187
3328,2,1.0000,1.0000,120,166,186
3329,23,0.9834,0.9960,120,165,185
3330,68,0.9807,0.9963,135,180,201
3331,2,1.0000,1.0000,133,179,202
3332,6,0.9894,0.9979,126,172,191
3333,40,0.9868,0.9985,127,173,192
3334,2,1.0000,1.0000,149,187,199
3335,6,1.0000,1.0000,121,166,185
3336,2,1.0000,1.0000,117,163,184
3337,14,1.0000,1.0000,117,164,184
3338,2,1.0000,1.0000,117,163,186
3339,2,1.0000,1.0000,117,162,186
3340,3,1.0000,1.0000,117,163,185
3341,2,1.0000,1.0000,118,163,185
3342,2,1.0000,1.0000,119,162,180
3343,2,1.0000,1.0000,120,162,180
3344,11,0.9799,0.9965,119,162,182
3345,19,1.0000,1.0000,117,162,184
3346,3,0.9832,0.9916,118,164,185
3347,2,1.0000,1.0000,120,166,187
3348,2,1.0000,1.0000,119,168,188
3349,2,0.9872,0.9872,121,169,189
3350,151,0.9818,0.9919,124,169,190
3351,3,0.9829,0.9830,117,161,186
3352,2,1.0000,1.0000,118,163,186
3353,2,1.0000,1.0000,114,163,185
3354,2,1.0000,1.0000,115,164,186
3355,19,0.9832,0.9884,121,165,187
3356,4,0.9956,0.9970,118,161,186
3357,2,1.0000,1.0000,119,164,185
3358,3,1.0000,1.0000,118,163,184
3359,7,1.0000,1.0000,119,164,185
3360,2,1.0000,1.0000,119,164,186
3361,3,1.0000,1.0000,121,165,186
3362,3,1.0000,1.0000,116,166,186
3363,2,1.0000,1.0000,137,182,203
3364,12,0.9958,0.9996,133,177,198
3365,3,1.0000,1.0000,127,172,191
3366,3,0.9852,0.9926,119,167,187
3367,5,1.0000,1.0000,122,167,186
3368,5,1.0000,1.0000,125,170,189
3369,2,1.0000,1.0000,122,164,186
3370,3,1.0000,1.0000,120,165,184
3371,2,1.0000,1.0000,120,162,184
3372,12,0.9859,0.9987,120,165,185
3373,5,0.9843,0.9961,118,163,183
3374,9,1.0000,1.0000,121,166,186
3375,9,0.9872,0.9984,122,167,187
3376,12,1.0000,1.0000,119,164,185
3377,2,0.9933,0.9933,147,186,208
3378,3,0.9919,0.9959,135,181,204
3379,4,0.9920,0.9947,139,183,205
3380,2,1.0000,1.0000,137,182,203
3381,4,0.9889,0.9963,139,181,199
3382,3,1.0000,1.0000,137,182,203
3383,10,1.0000,1.0000,134,175,195
3384,2,1.0000,1.0000,128,172,191
3385,5,1.0000,1.0000,122,167,186
3386,5,1.0000,1.0000,125,169,188
3387,8,1.0000,1.0000,121,168,188
3388,7,1.0000,1.0000,122,167,190
3389,5,1.0000,1.0000,123,165,187
3390,2,1.0000,1.0000,117,167,189
3391,6,0.9675,0.9935,119,161,183
3392,2,1.0000,1.0000,120,163,184
3393,2,1.0000,1.0000,121,165,186
3394,9,1.0000,1.0000,120,165,186
3395,2,1.0000,1.0000,119,164,185
3396,4,1.0000,1.0000,122,169,188
3397,3,0.9848,0.9924,121,167,188
3398,15,0.9944,0.9988,149,194,213
3399,13,0.9930,0.9983,140,183,201
3400,27,1.0000,1.0000,138,183,204
3401,9,0.9920,0.9990,135,180,200
3402,2,1.0000,1.0000,135,178,199
3403,10,1.0000,1.0000,135,176,196
3404,3,1.0000,1.0000,125,170,191
3405,2,1.0000,1.0000,124,169,190
3406,38,1.0000,1.0000,123,170,190
3407,18,0.9743,0.9880,123,166,188
3408,3,1.0000,1.0000,123,168,189
3409,22,1.0000,1.0000,124,169,190
3410,30,0.9507,0.9911,123,169,188
3411,17,0.9735,0.9970,123,165,187
3412,77,0.9736,0.9913,123,167,188
3413,2,1.0000,1.0000,121,167,189
3414,194,0.9726,0.9946,124,170,188
3415,2,1.0000,1.0000,121,166,187
3416,16,0.9581,0.9972,122,167,186
3417,2,1.0000,1.0000,121,166,186
3418,6,1.0000,1.0000,121,166,188
3419,3,1.0000,1.0000,121,166,186
3420,11,1.0000,1.0000,119,164,184
3421,257,0.9741,0.9948,124,169,187
3422,5,1.0000,1.0000,121,166,185
3423,21,0.9826,0.9928,124,166,187
3424,2,1.0000,1.0000,140,188,208
3425,14,1.0000,1.0000,142,187,208
3426,4,1.0000,1.0000,120,168,188
3427,4,1.0000,1.0000,122,165,187
3428,6,1.0000,1.0000,125,170,193
3429,4,1.0000,1.0000,118,163,184
3430,4,1.0000,1.0000,122,165,186
3431,4,1.0000,1.0000,123,168,187
3432,19,1.0000,1.0000,141,186,207
3433,4,0.9923,0.9974,141,183,205
3434,3,0.9928,0.9964,138,183,201
3435,11,1.0000,1.0000,136,177,197
3436,2,1.0000,1.0000,123,168,190
3437,16,0.9725,0.9965,124,166,188
3438,17,0.9668,0.9846,125,166,183
3439,19,0.9847,0.9977,123,168,187
3440,5,1.0000,1.0000,121,166,185
3441,12,1.0000,1.0000,128,171,190
3442,2,1.0000,1.0000,140,185,207
3443,16,0.9861,0.9928,69,62,37
3444,22,0.9897,0.9976,138,181,202
3445,29,1.0000,1.0000,139,180,200
3446,6,1.0000,1.0000,137,178,198
3447,4,1.0000,1.0000,135,176,196
3448,27,0.9667,0.9905,130,172,191
3449,6,1.0000,1.0000,126,172,192
3450,15,1.0000,1.0000,125,172,192
3451,3,1.0000,1.0000,125,172,190
3452,2,1.0000,1.0000,122,167,188
3453,3,1.0000,1.0000,121,165,186
3454,15,1.0000,1.0000,129,170,188
3455,6,1.0000,1.0000,129,168,188
3456,6,0.9875,0.9928,127,167,187
3457,6,1.0000,1.0000,125,166,186
3458,2,1.0000,1.0000,154,195,213
3459,2,1.0000,1.0000,125,169,188
3460,263,0.9673,0.9930,129,173,192
3461,9,1.0000,1.0000,130,171,190
3462,22,0.9396,0.9948,124,169,188
3463,222,0.9682,0.9943,130,171,189
3464,2,1.0000,1.0000,123,169,187
3465,21,0.9875,0.9971,128,173,189
3466,26,0.9638,0.9909,128,171,188
3467,4,1.0000,1.0000,163,204,222
3468,2,0.9950,0.9950,156,195,213
3469,2,1.0000,1.0000,131,174,191
3470,3,1.0000,1.0000,141,182,202
3471,15,0.9831,0.9933,138,176,197
3472,14,1.0000,1.0000,132,177,196
3473,2,0.9891,0.9891,130,174,194
3474,16,0.9887,0.9992,124,171,190
3475,1371,0.9319,0.9940,143,181,197
3476,3,1.0000,1.0000,124,170,187
3477,6,1.0000,1.0000,131,176,195
3478,15,0.9884,0.9979,133,178,197
3479,2,1.0000,1.0000,127,173,193
3480,2,1.0000,1.0000,129,169,188
3481,2,0.9887,0.9887,131,169,188
3482,3,1.0000,1.0000,163,203,220
3483,2,1.0000,1.0000,153,195,214
3484,20,0.9863,0.9970,129,173,189
3485,4,1.0000,1.0000,132,174,191
3486,4,1.0000,1.0000,154,199,218
3487,9,0.9860,0.9966,143,182,201
3488,5,0.9909,0.9958,136,178,197
3489,10,0.9909,0.9974,133,172,194
3490,20,0.9819,0.9936,135,175,190
3491,58,0.9853,0.9940,133,173,191
3492,18,0.9907,0.9977,128,173,187
3493,8,1.0000,1.0000,127,173,188
3494,10,0.9912,0.9983,130,171,188
3495,10,0.9747,0.9888,138,172,191
3496,16,0.9868,0.9971,130,174,191
3497,9,1.0000,1.0000,127,173,189
3498,3,1.0000,1.0000,128,173,188
3499,3,1.0000,1.0000,127,171,187
3500,8,1.0000,1.0000,129,175,191
3501,4,1.0000,1.0000,135,174,195
3502,2,1.0000,1.0000,130,173,190
3503,14,0.9904,0.9971,127,173,188
3504,3,1.0000,1.0000,127,170,188
3505,2,1.0000,1.0000,127,171,188
3506,36,0.9884,0.9982,130,175,191
3507,6,1.0000,1.0000,128,174,189
3508,3,1.0000,1.0000,140,181,199
3509,212,0.9714,0.9968,137,177,195
3510,3,1.0000,1.0000,130,175,192
3511,5,0.9900,0.9975,134,176,194
3512,9,0.9864,0.9950,135,173,192
3513,13,0.9858,0.9910,129,173,189
3514,52,0.9707,0.9981,152,190,210
3515,4,1.0000,1.0000,150,188,207
3516,2,1.0000,1.0000,139,180,199
3517,4,1.0000,1.0000,134,175,193
3518,4,1.0000,1.0000,131,175,192
3519,17,0.9867,0.9942,132,175,192
3520,8,1.0000,1.0000,134,177,194
3521,31,0.9661,0.9901,129,174,191
3522,2,1.0000,1.0000,131,174,193
3523,79,0.9871,0.9951,132,176,193
3524,2,0.9923,0.9923,136,173,190
3525,2,1.0000,1.0000,134,174,190
3526,41,0.9872,0.9951,131,176,193
3527,12,0.9887,0.9960,165,202,221
3528,2,1.0000,1.0000,145,183,202
3529,3,1.0000,1.0000,136,176,195
3530,7,1.0000,1.0000,145,183,202
3531,17,0.9869,0.9950,132,174,194
3532,3,0.9912,0.9939,128,176,190
3533,24,0.9883,0.9980,139,179,198
3534,3,1.0000,1.0000,130,178,192
3535,2,1.0000,1.0000,137,176,195
3536,11,0.9890,0.9989,131,176,193
3537,23,0.9885,0.9953,136,180,197
3538,3,1.0000,1.0000,133,179,195
3539,2,0.9951,0.9951,151,189,199
3540,8,1.0000,1.0000,153,191,210
3541,8,0.9925,0.9968,137,176,193
3542,4,1.0000,1.0000,138,177,194
3543,3,1.0000,1.0000,133,175,192
3544,6,1.0000,1.0000,135,176,194
3545,2,1.0000,1.0000,134,177,194
3546,37,0.9885,0.9986,137,179,196
3547,22,0.9861,0.9943,143,177,196
3548,22,0.9887,0.9976,149,187,205
3549,5,0.9817,0.9911,139,179,195
3550,5,1.0000,1.0000,136,178,195
3551,3,1.0000,1.0000,137,178,196
3552,11,1.0000,1.0000,138,179,197
3553,4,1.0000,1.0000,147,185,204
3554,9,0.9962,0.9995,138,177,196
3555,4,1.0000,1.0000,137,178,196
3556,2,1.0000,1.0000,137,176,194
3557,2,1.0000,1.0000,135,176,194
3558,2,1.0000,1.0000,136,174,193
3559,17,0.9964,0.9998,137,177,196
3560,2,1.0000,1.0000,137,178,197
3561,16,0.9882,0.9967,139,179,197
3562,22,1.0000,1.0000,137,178,196
3563,3,1.0000,1.0000,138,178,196
3564,14,0.9883,0.9954,138,179,196
3565,4,1.0000,1.0000,138,181,198
3566,3,1.0000,1.0000,143,181,199
3567,2,1.0000,1.0000,150,188,207
3568,9,1.0000,1.0000,141,180,197
3569,2,1.0000,1.0000,138,177,196
3570,26,0.9860,0.9962,157,197,211
3571,14,1.0000,1.0000,157,195,214
3572,3,1.0000,1.0000,153,191,210
3573,11,1.0000,1.0000,137,176,194
3574,3,1.0000,1.0000,139,177,196
3575,12,1.0000,1.0000,154,192,211
3576,20,1.0000,1.0000,154,190,204
3577,3,0.9960,0.9980,149,173,179
3578,3,0.9218,0.9526,147,167,174
3579,3,0.7813,0.8906,94,108,115
3580,4,0.4245,0.7699,137,150,145
3581,2,1.0000,1.0000,145,181,196
3582,16,0.9881,0.9975,142,179,197
3583,2,1.0000,1.0000,147,185,201
3584,11,1.0000,1.0000,141,179,198
3585,3,0.9918,0.9959,141,179,198
3586,4,0.9893,0.9929,143,183,201
3587,7,1.0000,1.0000,143,181,200
3588,4,1.0000,1.0000,154,191,209
3589,3,1.0000,1.0000,113,126,117
3590,3,0.9205,0.9602,93,105,96
3591,185,0.5957,0.9685,93,84,55
3592,10,1.0000,1.0000,146,183,202
3593,3,1.0000,1.0000,141,179,198
3594,13,0.9518,0.9960,144,182,201
3595,5,1.0000,1.0000,139,178,196
3596,2,1.0000,1.0000,153,190,208
3597,7,0.9838,0.9949,143,181,196
3598,2,1.0000,1.0000,147,185,203
3599,1198,0.9814,0.9945,163,195,203
3600,4,0.9951,0.9967,156,193,209
3601,7,1.0000,1.0000,147,181,198
3602,40,0.9873,0.9958,147,182,198
3603,12,0.9887,0.9974,149,185,202
3604,2,1.0000,1.0000,106,111,104
3605,5,0.9800,0.9868,104,102,66
3606,32,0.9777,0.9925,148,182,196
3607,2,1.0000,1.0000,118,148,138
3608,2,1.0000,1.0000,147,184,202
3609,4,1.0000,1.0000,147,180,196
3610,14,0.9942,0.9991,147,180,196
3611,9,0.9941,0.9978,146,179,194
3612,4,0.9941,0.9980,156,191,208
3613,9,0.9951,0.9994,155,191,206
3614,3,0.9289,0.9645,131,124,109
3615,2,0.9825,0.9825,110,105,82
3616,2,0.9965,0.9965,150,185,183
3617,2,1.0000,1.0000,146,187,199
3618,2,1.0000,1.0000,154,192,205
3619,4,1.0000,1.0000,165,195,213
3620,4,0.8108,0.8467,132,157,144
3621,2,0.9915,0.9915,149,184,175
3622,4,0.9918,0.9973,148,185,186
3623,4,0.9366,0.9546,148,178,173
3624,2,0.9896,0.9896,148,184,180
3625,2,1.0000,1.0000,147,181,194
3626,3,1.0000,1.0000,155,193,205
3627,2,1.0000,1.0000,114,104,71
3628,32,0.9639,0.9848,105,100,69
3629,3,0.8404,0.8793,112,110,88
3630,2,0.8919,0.8919,122,134,116
3631,2,1.0000,1.0000,141,155,140
